job_profile_id,competency_id,competency_name,competency_level
10020011,CAP062,Issue Resolution/Escalation,2
10020011,CAP032,Critical Thinking,2
10020011,CAP119,Versatility,1
10020011,SKLGEN46,Continuous Improvement,2
10020011,CAP015,Business Behavior,1
10020011,CAP013,Building Relationships,2
10020011,SKLDT09,Design Thinking,2
10020013,SKLIT028,Data Modeling,2
10020013,CAP045,Execution Focus,1
10020013,SKLGEN40,Statistical Analysis Systems (SAS),2
10020013,SKLCS02,Business Intelligence,2
10020013,SKLGEN09,Data Gathering and Reporting,2
10020013,CAP010,Analytical Reasoning,2
10020013,SKLGEN05,Data Analysis,2
10020013,SKLOM04,Data Capturing,2
10020013,CAP088,Process Oriented,1
10020013,SKLGEN36,Workflow Analysis,2
10020013,CAP039,Detail Attentive,2
10020013,SKLGEN43,Data-driven Decision Making,2
10020013,SKLIT097,Requirements Analysis,2
10020013,SKLIT251,Advanced Analytics,2
10020013,SKLPM17,Project Support,2
10020013,CAP015,Business Behavior,1
10020013,SKLIT180,Ethical Data Usage,2
10020015,SKLQM02,Quality Control Standards,2
10020015,SKLGEN48,Business Requirements Analysis,2
10020015,CAP123,Writing/Reporting,1
10020015,SKLAC10,Compliance Management,2
10020015,CAP045,Execution Focus,1
10020015,SKLGEN09,Data Gathering and Reporting,2
10020015,SKLQM04,Quality Management Systems (QMS),2
10020015,CAP003,Achieving,2
10020015,SKLIT120,Technical Writing,2
10020015,CAP015,Business Behavior,1
10020015,CAP088,Process Oriented,1
10020015,CAP066,Leverages Information,1
10020015,CAP039,Detail Attentive,2
10020015,SKLLEAD25,Business Process Management,2
10020015,CAP002,Accountability,1
10020015,SKLGEN44,Cross-Functional Collaboration,1
10020015,SKLGEN45,Process Optimization,2
10020015,SKLQM01,Quality Control (QC),2
10020017,SKLCS07,Customer Experience Management,2
10020017,CAP010,Analytical Reasoning,2
10020017,CAP015,Business Behavior,1
10020017,SKLCS22,Product Knowledge,2
10020017,CAP005,Advising,1
10020017,SKLMKT34,Marketing Strategy and Positioning,2
10020017,SKLSCM33,Sustainable Procurement,2
10020017,SKLSLS22,Strategic Sales Planning,2
10020017,SKLCS12,Customer Retention,1
10020017,SKLMKT73,Market Opportunity Assessment,2
10020017,CAP085,Presentation Skills,1
10020017,SKLSCM36,Vendor/Supplier Selection,2
10020017,CAP045,Execution Focus,1
10020017,CAP088,Process Oriented,1
10020017,SKLGEN02,Competitive Landscape,2
10020017,SKLSLS27,Sales Support,2
10020017,CAP035,Customer Centricity,2
10020019,CAP016,Business Savvy,2
10020019,SKLSCM36,Vendor/Supplier Selection,2
10020019,SKLSCM43,Supplier Collaboration,2
10020019,CAP127,Market Savvy,2
10020019,SKLSCM26,Strategic Sourcing,2
10020019,CAP032,Critical Thinking,2
10020019,SKLSCM33,Sustainable Procurement,2
10020019,CAP103,Situational Awareness,1
10020019,SKLMKT07,Business Data Analysis,2
10020019,CAP088,Process Oriented,1
10020019,SKLPM17,Project Support,2
10020019,CAP015,Business Behavior,1
10020019,SKLGEN05,Data Analysis,2
10020019,SKLSCM29,Supply Chain Platforms,2
10020019,SKLSCM22,Procurement Trends,2
10020019,CAP039,Detail Attentive,1
10020019,SKLPM20,Program Development,2
10020019,CAP021,Collaborating,2
10020019,CAP075,Negotiating,2
10020019,SKLSCM24,Spend Categorization,2
10020019,SKLSCM63,Category Management Strategy,2
10020019,SKLIT013,Business Process Design,1
10020019,CAP096,Risk Management,2
10020019,CAP045,Execution Focus,1
10020019,SKLSCM02,Compliant Spend,2
10020021,CAP123,Writing/Reporting,2
10020021,SKLCA03,Alliance Development,2
10020021,SKLGEN21,Quality Assurance (QA),2
10020021,CAP045,Execution Focus,1
10020021,SKLHR78,Organizational Change Management and Implementation,2
10020021,SKLGEN02,Competitive Landscape,1
10020021,CAP111,Teamwork,2
10020021,CAP085,Presentation Skills,1
10020021,CAP021,Collaborating,1
10020021,CAP015,Business Behavior,2
10020021,SKLLEAD17,Strategic Reinvention,2
10020021,SKLGEN66,Business Model Innovation,2
10020021,SKLFA43,Risk Assessment,2
10020021,SKLCOM30,Stakeholder Engagement,2
10020021,SKLCA12,Corporate Communications Measurement,2
10020021,CAP095,Researching,1
10020023,SKLMKT67,Marketing Campaign Management,2
10020023,SKLMKT36,Marketing Trends,2
10020023,SKLFA23,Financial Analysis,2
10020023,SKLCS08,Customer Intelligence,2
10020023,SKLSLS07,Sales and Marketing Channels,2
10020023,SKLMKT04,Brand / Reputation Management,2
10020023,SKLCOM02,Channel Management,2
10020023,SKLCS32,Customer-Centric Marketing,1
10020023,CAP013,Building Relationships,1
10020023,CAP045,Execution Focus,2
10020023,SKLMKT19,Digital Marketing,2
10020023,CAP015,Business Behavior,1
10020023,SKLGEN09,Data Gathering and Reporting,2
10020023,CAP010,Analytical Reasoning,1
10020023,SKLMKT34,Marketing Strategy and Positioning,2
10020023,CAP024,Problem Solving,2
10020023,SKLGEN05,Data Analysis,2
10020023,SKLMKT46,Trade Marketing,2
10020023,CAP023,Communicating Effectively,1
10020023,CAP021,Collaborating,1
10020023,SKLGEN02,Competitive Landscape,2
10020025,CAP088,Process Oriented,1
10020025,CAP045,Execution Focus,1
10020025,SKLMANU29,Medical Technology (MediTech),2
10020025,SKLSLS07,Sales and Marketing Channels,2
10020025,SKLSLS14,Sales Projections,2
10020025,CAP016,Business Savvy,2
10020025,SKLSCM36,Vendor/Supplier Selection,2
10020025,SKLMKT07,Business Data Analysis,1
10020025,SKLSLS51,Partner Enablement,2
10020025,CAP035,Customer Centricity,1
10020025,SKLCS22,Product Knowledge,2
10020025,SKLCOM02,Channel Management,2
10020025,SKLCS11,Customer Relationship Management (CRM),2
10020025,CAP015,Business Behavior,1
10020025,SKLSCM33,Sustainable Procurement,2
10020025,CAP119,Versatility,1
10020025,CAP111,Teamwork,1
10020025,SKLSLS01,Account Management,2
10020027,SKLCS11,Customer Relationship Management (CRM),2
10020027,CAP010,Analytical Reasoning,1
10020027,SKLSLS51,Partner Enablement,2
10020027,SKLPM17,Project Support,2
10020027,SKLCS22,Product Knowledge,2
10020027,CAP119,Versatility,1
10020027,SKLSLS01,Account Management,2
10020027,CAP035,Customer Centricity,1
10020027,CAP015,Business Behavior,1
10020027,SKLSLS27,Sales Support,2
10020027,CAP016,Business Savvy,2
10020027,SKLGEN05,Data Analysis,2
10020027,SKLHC58,Pharmaceutical Knowledge,2
10020027,CAP045,Execution Focus,1
10020027,SKLCOM02,Channel Management,2
10020027,SKLSLS18,Sales Trends,2
10020027,SKLSLS07,Sales and Marketing Channels,2
10020027,SKLHC94,Pharmaceutical Product Marketing and Sales,2
10020029,SKLIT251,Advanced Analytics,2
10020029,SKLHC09,Clinical Operations,2
10020029,SKLIT180,Ethical Data Usage,2
10020029,SKLHC101,Good Clinical Practice (GCP),2
10020029,CAP010,Analytical Reasoning,1
10020029,SKLHS52,Biostatistics,2
10020029,SKLHC138,Clinical Data Management,2
10020029,SKLIT036,Databases and Applications,2
10020029,CAP123,Writing/Reporting,1
10020029,SKLPM17,Project Support,2
10020029,SKLHC139,Clinical Data Management Systems (CDMS),2
10020029,CAP045,Execution Focus,1
10020029,CAP106,Standard Operating Procedures,2
10020029,CAP088,Process Oriented,1
10020029,CAP036,Data Savvy,2
10020029,SKLGEN44,Cross-Functional Collaboration,2
10020029,CAP015,Business Behavior,1
10020031,CAP014,Business Alignment,1
10020031,CAP088,Process Oriented,1
10020031,CAP045,Execution Focus,1
10020031,CAP016,Business Savvy,1
10020031,SKLHC11,Clinical Trial Operations: Good Clinical Practice (GCPs),2
10020031,SKLAC20,Internal Controls,2
10020031,SKLAC10,Compliance Management,2
10020031,SKLGEN06,Data Collection,2
10020031,CAP021,Collaborating,1
10020031,SKLAC07,Auditing,2
10020031,SKLHC10,Clinical Research and Regulations,2
10020031,SKLGEN05,Data Analysis,2
10020031,SKLQM04,Quality Management Systems (QMS),2
10020031,SKLQM01,Quality Control (QC),2
10020031,SKLQM02,Quality Control Standards,2
10020031,CAP003,Achieving,2
10020031,CAP015,Business Behavior,1
10020031,SKLCS19,Escalation Management,2
10020033,CAP045,Execution Focus,1
10020033,CAP058,Innovation,1
10020033,SKLCS12,Customer Retention,1
10020033,SKLRD04,Market Research,1
10020033,CAP035,Customer Centricity,2
10020033,SKLSLS25,Solution Selling/Sales,2
10020033,SKLSLS03,Cross-Selling,2
10020033,SKLCS05,Customer Effort,2
10020033,SKLSCM36,Vendor/Supplier Selection,2
10020033,CAP023,Communicating Effectively,2
10020033,SKLSLS19,Selling,2
10020033,CAP005,Advising,1
10020033,SKLHC157,Hospital Operations,2
10020033,SKLHC50,Medicines and Device Development and Regulation,2
10020033,CAP003,Achieving,2
10020033,CAP015,Business Behavior,1
10020033,SKLSCM33,Sustainable Procurement,2
10020035,CAP035,Customer Centricity,1
10020035,CAP021,Collaborating,2
10020035,SKLSLS25,Solution Selling/Sales,2
10020035,CAP045,Execution Focus,1
10020035,SKLSLS27,Sales Support,2
10020035,CAP004,Action Orientated,2
10020035,SKLSCM36,Vendor/Supplier Selection,2
10020035,SKLHC45,Medical Affairs,2
10020035,SKLGEN09,Data Gathering and Reporting,2
10020035,CAP033,Cultural Competence,2
10020035,SKLMKT22,External Market Knowledge,2
10020035,SKLSCM33,Sustainable Procurement,2
10020035,SKLSLS01,Account Management,2
10020035,CAP015,Business Behavior,1
10020035,CAP024,Problem Solving,1
10020035,SKLSLS19,Selling,2
10020035,SKLHS28,Good Laboratory Practice (GLP),2
10020037,SKLSLS02,Business Development,2
10020037,SKLMKT17,Customer Analytics,2
10020037,CAP090,Project Administration,1
10020037,SKLSCM36,Vendor/Supplier Selection,2
10020037,CAP045,Execution Focus,1
10020037,SKLFA39,Product Costing and Valuation,2
10020037,SKLRD04,Market Research,2
10020037,SKLSLS09,Sales Enablement Strategies,2
10020037,SKLGEN09,Data Gathering and Reporting,2
10020037,SKLRD09,Product Lifecycle Management (PLM),2
10020037,SKLSLS27,Sales Support,2
10020037,CAP058,Innovation,2
10020037,CAP015,Business Behavior,1
10020037,CAP009,Ambition,1
10020037,SKLSCM33,Sustainable Procurement,2
10020037,SKLRD07,Product Development,2
10020037,CAP010,Analytical Reasoning,2
10020039,CAP062,Issue Resolution/Escalation,2
10020039,SKLMKT22,External Market Knowledge,2
10020039,SKLSLS01,Account Management,2
10020039,SKLHC32,Health Care Trends,2
10020039,CAP015,Business Behavior,1
10020039,SKLMKT17,Customer Analytics,1
10020039,SKLSLS27,Sales Support,2
10020039,SKLRD04,Market Research,2
10020039,SKLSLS19,Selling,2
10020039,CAP033,Cultural Competence,2
10020039,SKLSCM33,Sustainable Procurement,2
10020039,SKLSCM36,Vendor/Supplier Selection,2
10020039,CAP045,Execution Focus,1
10020039,CAP035,Customer Centricity,1
10020039,SKLSLS25,Solution Selling/Sales,2
10020039,CAP021,Collaborating,2
10020039,SKLMANU29,Medical Technology (MediTech),2
10020041,CAP091,Project Management,1
10020041,SKLCOM30,Stakeholder Engagement,2
10020041,SKLHC09,Clinical Operations,1
10020041,CAP013,Building Relationships,2
10020041,CAP010,Analytical Reasoning,2
10020041,SKLSCM38,Purchasing,2
10020041,SKLMANU32,Packaging Workflow Management,2
10020041,SKLSCM05,Distribution Management,2
10020041,CAP015,Business Behavior,1
10020041,SKLHS48,Laboratory Operations,2
10020041,SKLHC142,Clinical Supply,2
10020041,SKLSCM11,Inventory Optimization,2
10020041,SKLRD17,Research and Development,2
10020041,CAP062,Issue Resolution/Escalation,2
10020041,CAP088,Process Oriented,1
10020041,CAP045,Execution Focus,1
10020041,CAP111,Teamwork,1
10020043,CAP010,Analytical Reasoning,2
10020043,CAP045,Execution Focus,1
10020043,SKLHS48,Laboratory Operations,2
10020043,SKLHC79,Research Ethics,2
10020043,SKLGEN07,Data Dashboards,2
10020043,SKLPM18,Project Integration Management,2
10020043,SKLHC138,Clinical Data Management,2
10020043,SKLHC12,Clinical Trials,2
10020043,CAP122,Work Ethic,1
10020043,CAP091,Project Management,2
10020043,SKLHC31,Health Care Knowledge,2
10020043,SKLHR98,Training Administration,2
10020043,CAP015,Business Behavior,1
10020043,SKLHC80,Clinical Trial Design,2
10020043,CAP088,Process Oriented,2
10020043,SKLHC10,Clinical Research and Regulations,2
10020043,SKLRD17,Research and Development,2
10020045,SKLHC138,Clinical Data Management,2
10020045,SKLHC11,Clinical Trial Operations: Good Clinical Practice (GCPs),2
10020045,CAP133,Business English,2
10020045,SKLHS48,Laboratory Operations,2
10020045,CAP010,Analytical Reasoning,1
10020045,SKLHC139,Clinical Data Management Systems (CDMS),2
10020045,SKLHC12,Clinical Trials,2
10020045,CAP087,Process Improvement,2
10020045,SKLHC84,Study and Site Management,2
10020045,CAP088,Process Oriented,2
10020045,CAP062,Issue Resolution/Escalation,1
10020045,SKLRD17,Research and Development,2
10020045,CAP045,Execution Focus,1
10020045,SKLAC24,Regulatory Environment,2
10020045,CAP015,Business Behavior,1
10020045,SKLPM17,Project Support,2
10020045,CAP114,Time Management,1
10020045,SKLHC79,Research Ethics,2
10020047,SKLHS48,Laboratory Operations,2
10020047,SKLHC73,Preclinical Research,2
10020047,SKLHC138,Clinical Data Management,2
10020047,SKLHC11,Clinical Trial Operations: Good Clinical Practice (GCPs),2
10020047,SKLOM18,Office Administration,2
10020047,SKLHC10,Clinical Research and Regulations,2
10020047,CAP058,Innovation,2
10020047,SKLRD17,Research and Development,2
10020047,CAP045,Execution Focus,1
10020047,CAP010,Analytical Reasoning,2
10020047,CAP091,Project Management,1
10020047,SKLHC25,Ethical and Participant Safety Considerations,2
10020047,SKLHC09,Clinical Operations,2
10020047,SKLHC84,Study and Site Management,2
10020047,SKLHC80,Clinical Trial Design,2
10020047,CAP015,Business Behavior,1
10020047,CAP023,Communicating Effectively,2
10020049,SKLSLS01,Account Management,2
10020049,CAP010,Analytical Reasoning,1
10020049,SKLRD04,Market Research,2
10020049,SKLSLS27,Sales Support,2
10020049,CAP016,Business Savvy,1
10020049,SKLMKT08,Business-to-Business Marketing (B2B),2
10020049,SKLGEN20,Pricing Model and Strategy,2
10020049,SKLGEN02,Competitive Landscape,2
10020049,CAP021,Collaborating,1
10020049,CAP058,Innovation,1
10020049,SKLMKT53,Growth Marketing,2
10020049,CAP015,Business Behavior,1
10020049,SKLMKT46,Trade Marketing,2
10020049,SKLBIO21,Value-Based Pricing,2
10020049,SKLMKT39,Promotions,2
10020049,CAP013,Building Relationships,2
10020049,CAP045,Execution Focus,1
10020049,SKLSLS09,Sales Enablement Strategies,2
10020051,CAP091,Project Management,2
10020051,SKLLEAD25,Business Process Management,1
10020051,CAP123,Writing/Reporting,1
10020051,SKLGEN03,Contract Management,2
10020051,SKLCS43,Inquiry Handling,2
10020051,SKLGEN05,Data Analysis,2
10020051,CAP016,Business Savvy,2
10020051,CAP058,Innovation,2
10020051,SKLSCM44,Commodity Risk Management,2
10020051,SKLOM18,Office Administration,2
10020051,SKLAC10,Compliance Management,2
10020051,SKLSCM33,Sustainable Procurement,2
10020051,CAP045,Execution Focus,1
10020051,SKLSCM43,Supplier Collaboration,2
10020051,CAP088,Process Oriented,1
10020051,SKLSCM36,Vendor/Supplier Selection,2
10020051,SKLSCM78,Request (RFx) Management,2
10020051,SKLSCM63,Category Management Strategy,2
10020051,CAP096,Risk Management,2
10020051,CAP075,Negotiating,2
10020051,CAP032,Critical Thinking,2
10020051,SKLMKT07,Business Data Analysis,2
10020051,CAP015,Business Behavior,1
10020053,CAP045,Execution Focus,1
10020053,CAP010,Analytical Reasoning,1
10020053,SKLGEN03,Contract Management,2
10020053,CAP039,Detail Attentive,2
10020053,SKLSLS27,Sales Support,2
10020053,CAP015,Business Behavior,1
10020053,SKLSLS16,Sales Terms and Conditions,2
10020053,SKLLEAD07,Due Diligence,2
10020053,SKLOM06,Document and Records Management,2
10020053,SKLSLS09,Sales Enablement Strategies,2
10020053,SKLOM18,Office Administration,2
10020053,CAP062,Issue Resolution/Escalation,1
10020053,CAP087,Process Improvement,1
10020053,SKLHS54,Tender Management,2
10020053,CAP021,Collaborating,2
10020053,SKLMKT07,Business Data Analysis,1
10020055,CAP033,Cultural Competence,1
10020055,SKLGEN44,Cross-Functional Collaboration,2
10020055,CAP015,Business Behavior,1
10020055,SKLGEN09,Data Gathering and Reporting,2
10020055,SKLLEAD05,Corporate Social responsibility,2
10020055,SKLCA37,Community Volunteering,2
10020055,SKLCA30,Social Impact,2
10020055,CAP110,Tactical Thinking,1
10020055,SKLSUS02,Corporate Accountability,2
10020055,SKLCA11,Corporate Affairs Management,2
10020055,SKLCA13,Corporate Communications Strategy,2
10020055,SKLCA09,Community Relations,2
10020055,SKLGEN30,External Benchmarking,1
10020055,SKLGEN05,Data Analysis,2
10020055,CAP013,Building Relationships,2
10020055,CAP023,Communicating Effectively,2
10020055,CAP045,Execution Focus,1
10020057,CAP102,Service Excellence,1
10020057,SKLCS27,Customer Service Philosophy,2
10020057,CAP015,Business Behavior,1
10020057,SKLGEN05,Data Analysis,2
10020057,SKLCS28,Customer Support Operations,2
10020057,SKLCS08,Customer Intelligence,2
10020057,CAP073,Mentoring,1
10020057,CAP035,Customer Centricity,2
10020057,SKLCS17,Customer Support Trends,2
10020057,CAP062,Issue Resolution/Escalation,2
10020057,CAP045,Execution Focus,1
10020057,SKLCS15,Customer Support Platforms,2
10020057,SKLCS16,Customer Support Policies and Procedures,2
10020057,SKLSCM18,Order Processing,2
10020057,CAP010,Analytical Reasoning,1
10020057,SKLIT136,Service Request Management,2
10020059,SKLSLS09,Sales Enablement Strategies,2
10020059,CAP010,Analytical Reasoning,2
10020059,SKLGEN44,Cross-Functional Collaboration,2
10020059,SKLCS08,Customer Intelligence,2
10020059,SKLCS06,Customer Engagement,2
10020059,SKLCS05,Customer Effort,2
10020059,SKLSLS44,Customer Acquisition,2
10020059,CAP015,Business Behavior,1
10020059,CAP055,Industry Insight,2
10020059,SKLCS61,Customer Journey Analytics,2
10020059,CAP035,Customer Centricity,2
10020059,SKLSLS27,Sales Support,2
10020059,SKLCS55,Customer Success Management,2
10020059,CAP045,Execution Focus,1
10020059,SKLCS09,Customer Journey Mapping,2
10020059,CAP102,Service Excellence,1
10020059,SKLCS12,Customer Retention,2
10020061,CAP003,Achieving,2
10020061,CAP015,Business Behavior,1
10020061,CAP039,Detail Attentive,2
10020061,SKLQM04,Quality Management Systems (QMS),2
10020061,SKLGEN06,Data Collection,2
10020061,SKLQM02,Quality Control Standards,2
10020061,SKLGEN05,Data Analysis,2
10020061,SKLAC24,Regulatory Environment,2
10020061,SKLAC10,Compliance Management,2
10020061,CAP088,Process Oriented,1
10020061,CAP062,Issue Resolution/Escalation,1
10020061,SKLQM01,Quality Control (QC),2
10020061,CAP045,Execution Focus,1
10020061,SKLAC20,Internal Controls,2
10020061,SKLGEN46,Continuous Improvement,2
10020061,CAP123,Writing/Reporting,1
10020063,SKLGEN39,Statistics,2
10020063,CAP002,Accountability,2
10020063,SKLGEN12,Data Quality,2
10020063,SKLGEN05,Data Analysis,2
10020063,SKLIT251,Advanced Analytics,2
10020063,CAP010,Analytical Reasoning,2
10020063,CAP045,Execution Focus,1
10020063,CAP088,Process Oriented,1
10020063,CAP015,Business Behavior,1
10020063,SKLGEN10,Data Governance,2
10020063,SKLIT034,Database Management,2
10020063,SKLIT202,"Risk Management, Security, and Information Assurance",2
10020063,CAP039,Detail Attentive,2
10020063,SKLPM17,Project Support,2
10020063,SKLIT294,Data Management,2
10020063,SKLIT180,Ethical Data Usage,2
10020063,CAP036,Data Savvy,1
10020065,CAP045,Execution Focus,1
10020065,SKLRD09,Product Lifecycle Management (PLM),2
10020065,CAP088,Process Oriented,2
10020065,CAP010,Analytical Reasoning,2
10020065,SKLIT180,Ethical Data Usage,2
10020065,SKLDT07,Data Science,2
10020065,CAP036,Data Savvy,1
10020065,SKLRD11,Product Portfolio Management,2
10020065,CAP058,Innovation,2
10020065,CAP095,Researching,1
10020065,SKLGEN05,Data Analysis,2
10020065,SKLDT10,Digital Fluency,2
10020065,CAP015,Business Behavior,1
10020065,SKLGEN39,Statistics,2
10020065,SKLIT113,Solution Design and Architecture (SD&A),2
10020065,SKLIT251,Advanced Analytics,2
10020065,SKLPM17,Project Support,2
10020067,SKLSCM16,Order Management,2
10020067,SKLSCM05,Distribution Management,2
10020067,SKLGEN09,Data Gathering and Reporting,2
10020067,SKLSCM27,Strategic Supply Chain Management,2
10020067,SKLIT227,Compliance and Controls,2
10020067,SKLSCM06,Distribution Requirements Planning (DRP),2
10020067,SKLSCM01,Agile Supply Chain Management,2
10020067,SKLSCM20,Procurement Platforms,2
10020067,CAP010,Analytical Reasoning,2
10020067,CAP015,Business Behavior,1
10020067,CAP039,Detail Attentive,1
10020067,SKLPM17,Project Support,2
10020067,CAP045,Execution Focus,1
10020067,CAP102,Service Excellence,1
10020067,SKLSCM03,Demand Forecasting,2
10020067,SKLGEN41,Operational Excellence,2
10020067,CAP091,Project Management,1
10020067,CAP088,Process Oriented,1
10020067,CAP024,Problem Solving,1
10020069,CAP058,Innovation,1
10020069,SKLMKT55,Brand Activation,2
10020069,SKLCS12,Customer Retention,2
10020069,CAP045,Execution Focus,1
10020069,SKLMKT17,Customer Analytics,2
10020069,SKLMKT19,Digital Marketing,2
10020069,CAP010,Analytical Reasoning,1
10020069,SKLGEN05,Data Analysis,2
10020069,SKLMKT53,Growth Marketing,2
10020069,CAP016,Business Savvy,2
10020069,SKLDT22,Digital Metrics,2
10020069,CAP015,Business Behavior,1
10020069,SKLGEN19,Predictive Modeling,2
10020069,SKLGEN09,Data Gathering and Reporting,2
10020069,CAP013,Building Relationships,1
10020069,SKLMKT27,Lead Generation,2
10020069,CAP023,Communicating Effectively,2
10020069,SKLMKT29,Marketing Automation,2
10020071,CAP015,Business Behavior,1
10020071,SKLSCM52,Demand Planning,2
10020071,SKLCS14,Customer Service,2
10020071,CAP010,Analytical Reasoning,2
10020071,SKLSCM28,Supply Chain Knowledge,2
10020071,SKLSCM11,Inventory Optimization,2
10020071,SKLGEN05,Data Analysis,2
10020071,CAP021,Collaborating,2
10020071,SKLGEN19,Predictive Modeling,2
10020071,SKLGEN39,Statistics,2
10020071,CAP091,Project Management,1
10020071,CAP036,Data Savvy,1
10020071,SKLSCM03,Demand Forecasting,2
10020071,CAP045,Execution Focus,1
10020071,CAP100,Self-Development,1
10020071,SKLSCM13,Manufacturing Flow Management,2
10020071,SKLSCM56,Supply Planning,2
10020073,CAP058,Innovation,2
10020073,SKLDT22,Digital Metrics,2
10020073,CAP015,Business Behavior,1
10020073,SKLDT10,Digital Fluency,2
10020073,CAP013,Building Relationships,1
10020073,SKLCOM35,Digital Media Trends,2
10020073,SKLCS06,Customer Engagement,2
10020073,CAP035,Customer Centricity,2
10020073,SKLMKT17,Customer Analytics,2
10020073,SKLMKT19,Digital Marketing,2
10020073,CAP091,Project Management,1
10020073,SKLMKT11,Content Management,2
10020073,SKLCOM13,Digital Governance,2
10020073,SKLCS12,Customer Retention,2
10020073,SKLIT043,Digital Media Design and Development,2
10020073,CAP045,Execution Focus,1
10020073,CAP010,Analytical Reasoning,1
10020073,SKLMKT76,Digital Audience Engagement,2
10020075,CAP010,Analytical Reasoning,1
10020075,SKLMKT40,Sales & Marketing,2
10020075,CAP013,Building Relationships,1
10020075,CAP039,Detail Attentive,2
10020075,CAP095,Researching,1
10020075,SKLDT22,Digital Metrics,2
10020075,SKLMKT11,Content Management,2
10020075,SKLMKT42,Search Engine Optimization (SEO),2
10020075,SKLCOM11,Digital Channels,2
10020075,CAP015,Business Behavior,1
